drug	drug_key	drug_id_list	approved_final_category_id	approved_final_display_label	include_in_enrichment	exclusion_reason_code	exclusion_reason	rollup_resolution_status	rollup_resolution_reason	curation_status	primary_evidence_source	evidence_summary	curator	curation_date	curation_notes
MK-1775	MK-1775	1179	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: "WEE1, PLK1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
MK-2206	MK-2206	1053	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
MK-8776	MK-8776	2046	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: "CHEK1, CHEK2, CDK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
ML323	ML323	1629	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: "USP1, UAF1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
MN-64	MN-64	1854	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: "TNKS1, TNKS2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Motesanib	MOTESANIB	1029	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: "VEGFR, RET, KIT, PDGFR"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Mycophenolic acid	MYCOPHENOLIC ACID	2055	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
N-acetyl cysteine	N-ACETYL CYSTEINE	2499	METABOLISM	Metabolism	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Metabolism; target: Metabolism	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
N25720-51-A1	N25720-51-A1	1999	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
N27922-53-1	N27922-53-1	2000	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
N29087-69-1	N29087-69-1	2003	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
N30652-18-1	N30652-18-1	2002	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Navitoclax	NAVITOCLAX	1011	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: "BCL2, BCL-XL, BCL-W"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Nelarabine	NELARABINE	1814	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Nilotinib	NILOTINIB	1013	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ABL signaling; target: ABL	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Niraparib	NIRAPARIB	1177	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
NU7441	NU7441	1038	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: DNAPK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Nutlin-3a (-)	NUTLIN-3A (-)	1047	P53_PATHWAY	p53 pathway	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: p53 pathway; target: MDM2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
NVP-ADW742	NVP-ADW742	1932	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: IGF1R signaling; target: IGF1R	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Obatoclax Mesylate	OBATOCLAX MESYLATE	1068	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: "BCL2, BCL-XL, BCL-W, MCL1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
OF-1	OF-1	1853	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone acetylation; target: "BRPF1B, BRPF2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Olaparib	OLAPARIB	1017	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
OSI-027	OSI-027	1594	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: "MTORC1, MTORC2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Osimertinib	OSIMERTINIB	1919	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: EGFR signaling; target: EGFR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
OTX015	OTX015	1626	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: "BRD2, BRD3, BRD4"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Oxaliplatin	OXALIPLATIN	1089;1806	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: DNA alkylating agent	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
P22077	P22077	1933	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: "USP7, USP47"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Paclitaxel	PACLITAXEL	1080	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Mitosis; target: Microtubule stabiliser	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PAK_5339	PAK_5339	1730	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cytoskeleton; target: "PAK1, PAK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Palbociclib	PALBOCICLIB	1054	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: "CDK4, CDK6"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PBD-288	PBD-288	2145	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PCI-34051	PCI-34051	1621	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone acetylation; target: "HDAC8, HDAC6, HDAC1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PD0325901	PD0325901	1060	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PD173074	PD173074	1049	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: "FGFR1, FGFR2, FGFR3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Pevonedistat	PEVONEDISTAT	1529	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: NAE	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PF-4708671	PF-4708671	1129	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: S6K1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PFI-1	PFI-1	2173	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: BRD4	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PFI3	PFI3	1620	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: "Polybromo 1, SMARCA4, SMARCA2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Picolinici-acid	PICOLINICI-ACID	1635	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: Inflammatory related	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Pictilisib	PICTILISIB	1058	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: PI3K (class 1)	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Piperlongumine	PIPERLONGUMINE	1243	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: Induces reactive oxygen species	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PLX-4720	PLX-4720	1036	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: BRAF	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Podophyllotoxin bromide	PODOPHYLLOTOXIN BROMIDE	1825	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
POMHEX	POMHEX	2148	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PRIMA-1MET	PRIMA-1MET	1131	P53_PATHWAY	p53 pathway	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: p53 pathway; target: TP53 activation	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
PRT062607	PRT062607	1631	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: SYK	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Pyridostatin	PYRIDOSTATIN	2044	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: G-quadruplex stabiliser	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Rapamycin	RAPAMYCIN	1084	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: MTORC1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Refametinib	REFAMETINIB	1014	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Remodelin	REMODELIN	2057	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Ribociclib	RIBOCICLIB	1632	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: "CDK4, CDK6"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
RO-3306	RO-3306	1052	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Cell cycle; target: CDK1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Romidepsin	ROMIDEPSIN	1817	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone acetylation; target: "HDAC1, HDAC2, HDAC3, HDAC8"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Rucaparib	RUCAPARIB	1175	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Ruxolitinib	RUXOLITINIB	1507	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "JAK1, JAK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
RVX-208	RVX-208	1625	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin other; target: BRD4	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Sabutoclax	SABUTOCLAX	1849	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: "BCL2,  BCL-XL,  BFL1, MCL1"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Sapitinib	SAPITINIB	1549	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: EGFR signaling; target: "EGFR, ERBB2, ERBB3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Savolitinib	SAVOLITINIB	1936	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: MET	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SB216763	SB216763	1025	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: WNT signaling; target: "GSK3A, GSK3B"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SB505124	SB505124	1194	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: "TGFBR1, ACVR1B, ACVR1C"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SB590885	SB590885	1061	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: BRAF	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SCH772984	SCH772984	1564	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "ERK1, ERK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Schweinfurthin A	SCHWEINFURTHIN A	1845	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Selumetinib	SELUMETINIB	1062;1736	SIGNALING	Signaling	TRUE			resolved_same_category	Multiple GDSC DRUG_ID values share this drug key and resolve to the same category.	approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Sepantronium bromide	SEPANTRONIUM BROMIDE	1941	APOPTOSIS	Apoptosis regulation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Apoptosis regulation; target: BIRC5	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Serdemetan	SERDEMETAN	1133	P53_PATHWAY	p53 pathway	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: p53 pathway; target: MDM2	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SGC-CBP30	SGC-CBP30	1582	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone acetylation; target: "EP300, CBP"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SGC0946	SGC0946	2177	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Chromatin histone methylation; target: DOT1L	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Sinularin	SINULARIN	1838	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Unclassified; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SL0101	SL0101	1039	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "RSK, AURKB, PIM1, PIM3"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
SN-38	SN-38	1494	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: TOP1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Sorafenib	SORAFENIB	1085	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: "Other, kinases"; target: "PDGFR, KIT, VEGFR, RAF"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Staurosporine	STAUROSPORINE	1034	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: RTK signaling; target: Broad spectrum kinase inhibitor	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
TAF1_5496	TAF1_5496	1732	OTHER_REVIEWED	Other reviewed	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Other; target: TAF1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Talazoparib	TALAZOPARIB	1259	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Tamoxifen	TAMOXIFEN	1199	HORMONE_RELATED	Hormone related	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Hormone-related; target: ESR1	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Tanespimycin	TANESPIMYCIN	1026	PROTEIN_DEGRADATION	Protein stability and degradation	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Protein stability and degradation; target: HSP90	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Taselisib	TASELISIB	1561	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: PI3K (beta sparing)	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Telomerase Inhibitor IX	TELOMERASE INHIBITOR IX	1930	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: Genome integrity; target: Telomerase	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Temozolomide	TEMOZOLOMIDE	1375	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: DNA alkylating agent	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Temsirolimus	TEMSIROLIMUS	1016	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: MTOR	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
Teniposide	TENIPOSIDE	1809	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: DNA replication; target: 	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
THR-101	THR-101	2360	SIGNALING	Signaling	TRUE			none		approved	GDSC_PUTATIVE_TARGET_AND_PATHWAY	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS	codex_initial_schema	2026-06-26	Initial deterministic mapping from reviewed schema and GDSC target/pathway evidence; review before manuscript freeze.
