sample_id	pseudotime_bin	sample_bin_id	cell_count	bin_start	bin_end	bin_midpoint	dose	dose_mg	initial_ploidy	n_cells	mean_pseudotime	n_endpoint_ploidy_cells	sample_mean_endpoint_ploidy	sample_median_endpoint_ploidy	sample_max_endpoint_ploidy	sample_mean_endpoint_ploidy_scaled	ETP_fixed_threshold_2_25_group	ETP_boundary_stress_threshold_2_375_group	ETP_reference_balanced_threshold_2_24_group	retained_for_model	exclusion_reason	library_size
4N-A8-RL	15	4N-A8-RL__bin15	37	0.7	0.75	0.725	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	4958231
4N-A8-RL	16	4N-A8-RL__bin16	42	0.75	0.8	0.775	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	6328531
4N-A8-RL	17	4N-A8-RL__bin17	37	0.8	0.85	0.825	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	4612907
4N-A8-RL	18	4N-A8-RL__bin18	28	0.85	0.9	0.875	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	3027301
4N-A8-RL	19	4N-A8-RL__bin19	3	0.9	0.95	0.925	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	285215
4N-A8-RL	20	4N-A8-RL__bin20	1	0.95	1	0.975	120mg/kg	120	4N	456	0.500231902613386	1832	2.26820976674737	2.28446628345568	2.45545047164558	0.261397816509288	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	123095
4N-A8-RR	1	4N-A8-RR__bin01	2	0	0.05	0.025	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	391265
4N-A8-RR	2	4N-A8-RR__bin02	6	0.05	0.1	0.075	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	561956
4N-A8-RR	3	4N-A8-RR__bin03	4	0.1	0.15	0.125	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	164525
4N-A8-RR	4	4N-A8-RR__bin04	6	0.15	0.2	0.175	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	142425
4N-A8-RR	5	4N-A8-RR__bin05	3	0.2	0.25	0.225	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	145901
4N-A8-RR	6	4N-A8-RR__bin06	5	0.25	0.3	0.275	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	110702
4N-A8-RR	7	4N-A8-RR__bin07	3	0.3	0.35	0.325	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	2139
4N-A8-RR	8	4N-A8-RR__bin08	4	0.35	0.4	0.375	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	21700
4N-A8-RR	9	4N-A8-RR__bin09	5	0.4	0.45	0.425	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	157450
4N-A8-RR	10	4N-A8-RR__bin10	5	0.45	0.5	0.475	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	167898
4N-A8-RR	11	4N-A8-RR__bin11	6	0.5	0.55	0.525	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	359672
4N-A8-RR	12	4N-A8-RR__bin12	8	0.55	0.6	0.575	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	654333
4N-A8-RR	13	4N-A8-RR__bin13	2	0.6	0.65	0.625	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	352673
4N-A8-RR	14	4N-A8-RR__bin14	7	0.65	0.7	0.675	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	524961
4N-A8-RR	15	4N-A8-RR__bin15	10	0.7	0.75	0.725	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	906031
4N-A8-RR	16	4N-A8-RR__bin16	6	0.75	0.8	0.775	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	447212
4N-A8-RR	17	4N-A8-RR__bin17	2	0.8	0.85	0.825	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	90715
4N-A8-RR	18	4N-A8-RR__bin18	4	0.85	0.9	0.875	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	681385
4N-A8-RR	19	4N-A8-RR__bin19	0	0.9	0.95	0.925	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	0
4N-A8-RR	20	4N-A8-RR__bin20	0	0.95	1	0.975	120mg/kg	120	4N	88	0.475019505649636	247	2.22746650120564	2.24253971173807	2.3353647497232	0.0027511727095117	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	0
A5-4N-L	1	A5-4N-L__bin01	6	0	0.05	0.025	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	829284
A5-4N-L	2	A5-4N-L__bin02	10	0.05	0.1	0.075	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	976922
A5-4N-L	3	A5-4N-L__bin03	2	0.1	0.15	0.125	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	448676
A5-4N-L	4	A5-4N-L__bin04	3	0.15	0.2	0.175	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	809204
A5-4N-L	5	A5-4N-L__bin05	3	0.2	0.25	0.225	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	142410
A5-4N-L	6	A5-4N-L__bin06	6	0.25	0.3	0.275	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	557963
A5-4N-L	7	A5-4N-L__bin07	3	0.3	0.35	0.325	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	4585
A5-4N-L	8	A5-4N-L__bin08	5	0.35	0.4	0.375	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	293443
A5-4N-L	9	A5-4N-L__bin09	5	0.4	0.45	0.425	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	157302
A5-4N-L	10	A5-4N-L__bin10	6	0.45	0.5	0.475	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	229797
A5-4N-L	11	A5-4N-L__bin11	11	0.5	0.55	0.525	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	816206
A5-4N-L	12	A5-4N-L__bin12	6	0.55	0.6	0.575	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	639150
A5-4N-L	13	A5-4N-L__bin13	6	0.6	0.65	0.625	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	716691
A5-4N-L	14	A5-4N-L__bin14	10	0.65	0.7	0.675	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1068322
A5-4N-L	15	A5-4N-L__bin15	8	0.7	0.75	0.725	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	799080
A5-4N-L	16	A5-4N-L__bin16	11	0.75	0.8	0.775	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	2256231
A5-4N-L	17	A5-4N-L__bin17	5	0.8	0.85	0.825	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	855645
A5-4N-L	18	A5-4N-L__bin18	13	0.85	0.9	0.875	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	2321920
A5-4N-L	19	A5-4N-L__bin19	5	0.9	0.95	0.925	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	685303
A5-4N-L	20	A5-4N-L__bin20	0	0.95	1	0.975	0mg/kg	0	4N	124	0.532221955675331	385	2.31897261349314	2.33151785914244	2.38980000443804	0.583650826078914	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	0
A5-4N-R	1	A5-4N-R__bin01	6	0	0.05	0.025	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1070624
A5-4N-R	2	A5-4N-R__bin02	5	0.05	0.1	0.075	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	796355
A5-4N-R	3	A5-4N-R__bin03	4	0.1	0.15	0.125	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	613810
A5-4N-R	4	A5-4N-R__bin04	6	0.15	0.2	0.175	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1037757
A5-4N-R	5	A5-4N-R__bin05	8	0.2	0.25	0.225	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	867447
A5-4N-R	6	A5-4N-R__bin06	1	0.25	0.3	0.275	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	117938
A5-4N-R	7	A5-4N-R__bin07	7	0.3	0.35	0.325	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	537700
A5-4N-R	8	A5-4N-R__bin08	4	0.35	0.4	0.375	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	214016
A5-4N-R	9	A5-4N-R__bin09	2	0.4	0.45	0.425	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	99622
A5-4N-R	10	A5-4N-R__bin10	3	0.45	0.5	0.475	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	238656
A5-4N-R	11	A5-4N-R__bin11	2	0.5	0.55	0.525	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	180054
A5-4N-R	12	A5-4N-R__bin12	5	0.55	0.6	0.575	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1086937
A5-4N-R	13	A5-4N-R__bin13	2	0.6	0.65	0.625	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	248619
A5-4N-R	14	A5-4N-R__bin14	7	0.65	0.7	0.675	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1210564
A5-4N-R	15	A5-4N-R__bin15	9	0.7	0.75	0.725	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1517126
A5-4N-R	16	A5-4N-R__bin16	6	0.75	0.8	0.775	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	878867
A5-4N-R	17	A5-4N-R__bin17	14	0.8	0.85	0.825	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	2479460
A5-4N-R	18	A5-4N-R__bin18	8	0.85	0.9	0.875	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	2096347
A5-4N-R	19	A5-4N-R__bin19	0	0.9	0.95	0.925	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	0
A5-4N-R	20	A5-4N-R__bin20	0	0.95	1	0.975	0mg/kg	0	4N	99	0.503394297107753	358	2.29231396186638	2.30161781609851	2.40093142626517	0.414416213197222	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	0
A6-4N-O	1	A6-4N-O__bin01	2	0	0.05	0.025	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	468174
A6-4N-O	2	A6-4N-O__bin02	4	0.05	0.1	0.075	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	750794
A6-4N-O	3	A6-4N-O__bin03	3	0.1	0.15	0.125	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	473863
A6-4N-O	4	A6-4N-O__bin04	3	0.15	0.2	0.175	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	146894
A6-4N-O	5	A6-4N-O__bin05	2	0.2	0.25	0.225	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	234296
A6-4N-O	6	A6-4N-O__bin06	5	0.25	0.3	0.275	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	366378
A6-4N-O	7	A6-4N-O__bin07	2	0.3	0.35	0.325	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	6787
A6-4N-O	8	A6-4N-O__bin08	3	0.35	0.4	0.375	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	5873
A6-4N-O	9	A6-4N-O__bin09	3	0.4	0.45	0.425	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	593362
A6-4N-O	10	A6-4N-O__bin10	2	0.45	0.5	0.475	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	8102
A6-4N-O	11	A6-4N-O__bin11	3	0.5	0.55	0.525	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	26705
A6-4N-O	12	A6-4N-O__bin12	0	0.55	0.6	0.575	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	0
A6-4N-O	13	A6-4N-O__bin13	2	0.6	0.65	0.625	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	221723
A6-4N-O	14	A6-4N-O__bin14	6	0.65	0.7	0.675	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1289867
A6-4N-O	15	A6-4N-O__bin15	5	0.7	0.75	0.725	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	556000
A6-4N-O	16	A6-4N-O__bin16	6	0.75	0.8	0.775	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	1019018
A6-4N-O	17	A6-4N-O__bin17	3	0.8	0.85	0.825	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	315982
A6-4N-O	18	A6-4N-O__bin18	6	0.85	0.9	0.875	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	TRUE	NA	571626
A6-4N-O	19	A6-4N-O__bin19	0	0.9	0.95	0.925	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	0
A6-4N-O	20	A6-4N-O__bin20	0	0.95	1	0.975	30mg/kg	30	4N	60	0.49985921792686	189	2.40690861238325	2.42394706229618	2.54392440450358	1.14188666406819	ETP-higher	ETP-higher	ETP-higher	FALSE	cell_count<5	0
A6-4N-RR	1	A6-4N-RR__bin01	3	0	0.05	0.025	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	400536
A6-4N-RR	2	A6-4N-RR__bin02	17	0.05	0.1	0.075	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2599133
A6-4N-RR	3	A6-4N-RR__bin03	16	0.1	0.15	0.125	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2723313
A6-4N-RR	4	A6-4N-RR__bin04	9	0.15	0.2	0.175	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1519884
A6-4N-RR	5	A6-4N-RR__bin05	8	0.2	0.25	0.225	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	855070
A6-4N-RR	6	A6-4N-RR__bin06	9	0.25	0.3	0.275	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1062831
A6-4N-RR	7	A6-4N-RR__bin07	10	0.3	0.35	0.325	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1616770
A6-4N-RR	8	A6-4N-RR__bin08	3	0.35	0.4	0.375	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	267260
A6-4N-RR	9	A6-4N-RR__bin09	8	0.4	0.45	0.425	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	916007
A6-4N-RR	10	A6-4N-RR__bin10	10	0.45	0.5	0.475	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	827083
A6-4N-RR	11	A6-4N-RR__bin11	12	0.5	0.55	0.525	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	905828
A6-4N-RR	12	A6-4N-RR__bin12	9	0.55	0.6	0.575	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1216083
A6-4N-RR	13	A6-4N-RR__bin13	13	0.6	0.65	0.625	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1882175
A6-4N-RR	14	A6-4N-RR__bin14	11	0.65	0.7	0.675	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2338901
A6-4N-RR	15	A6-4N-RR__bin15	12	0.7	0.75	0.725	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2563700
A6-4N-RR	16	A6-4N-RR__bin16	11	0.75	0.8	0.775	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2054120
A6-4N-RR	17	A6-4N-RR__bin17	16	0.8	0.85	0.825	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2544250
A6-4N-RR	18	A6-4N-RR__bin18	15	0.85	0.9	0.875	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2723055
A6-4N-RR	19	A6-4N-RR__bin19	1	0.9	0.95	0.925	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	161450
A6-4N-RR	20	A6-4N-RR__bin20	0	0.95	1	0.975	30mg/kg	30	4N	193	0.481236708915064	660	2.23538862603727	2.25006303911147	2.4248958134725	0.0530424532983445	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	0
