drug	drug_key	normalized_drug_key	primary_anticancer_class	primary_anticancer_class_slug	secondary_mechanism_note	include_in_enrichment	gdsc_putative_target	gdsc_pathway_name	classification_note	revision_note	source_annotation_used	revision_source_basis	pubchem_query_url	drugbank_query_url	source_workbook	source_workbook_sha256	source_workbook_md5
Ipatasertib	IPATASERTIB	IPATASERTIB	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	AKT Ser/Thr kinase inhibitor	TRUE	AKT1, AKT, AKT3	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=AKT1, AKT, AKT3; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Ipatasertib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Ipatasertib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
IRAK4_4710	IRAK4_4710	IRAK4_4710	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	IRAK4 kinase inhibitor; innate immune Ser/Thr kinase pathway	TRUE	IRAK4	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=IRAK4; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=IRAK4_4710	https://go.drugbank.com/unearth/q?searcher=drugs&query=IRAK4_4710	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Irinotecan	IRINOTECAN	IRINOTECAN	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	Topoisomerase I inhibitor	TRUE	TOP1	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TOP1; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Irinotecan	https://go.drugbank.com/unearth/q?searcher=drugs&query=Irinotecan	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
IWP-2	IWP-2	IWP-2	WNT-pathway modulators	WNT_PATHWAY_MODULATORS	PORCN inhibitor; WNT ligand secretion inhibitor	TRUE	PORCN	WNT signaling	Moved from Other based on PORCN target and WNT signaling annotation.	Moved from Other based on PORCN target and WNT signaling annotation.	GDSC target=PORCN; GDSC pathway=WNT signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=IWP-2	https://go.drugbank.com/unearth/q?searcher=drugs&query=IWP-2	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
JAK_8517	JAK_8517	JAK_8517	Non-receptor tyrosine kinase inhibitors	NON_RECEPTOR_TYROSINE_KINASE_INHIBITORS	JAK1/JAK2 non-receptor tyrosine kinase inhibitor	TRUE	JAK1, JAK2	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Non-receptor tyrosine kinase inhibitors based on target annotation.	GDSC target=JAK1, JAK2; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=JAK_8517	https://go.drugbank.com/unearth/q?searcher=drugs&query=JAK_8517	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
JAK1_8709	JAK1_8709	JAK1_8709	Non-receptor tyrosine kinase inhibitors	NON_RECEPTOR_TYROSINE_KINASE_INHIBITORS	JAK1 non-receptor tyrosine kinase inhibitor	TRUE	JAK1	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Non-receptor tyrosine kinase inhibitors based on target annotation.	GDSC target=JAK1; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=JAK1_8709	https://go.drugbank.com/unearth/q?searcher=drugs&query=JAK1_8709	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
JNK Inhibitor VIII	JNK INHIBITOR VIII	JNK INHIBITOR VIII	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Granular target/pathway: JNK; JNK and p38 signaling	TRUE	JNK	JNK and p38 signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=JNK; GDSC pathway=JNK and p38 signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=JNK%20Inhibitor%20VIII	https://go.drugbank.com/unearth/q?searcher=drugs&query=JNK%20Inhibitor%20VIII	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
JQ1	JQ1	JQ1	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	BRD2, BRD3, BRD4, BRDT	Chromatin other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BRD2, BRD3, BRD4, BRDT; GDSC pathway=Chromatin other; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=JQ1	https://go.drugbank.com/unearth/q?searcher=drugs&query=JQ1	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
KRAS (G12C) Inhibitor-12	KRAS (G12C) INHIBITOR-12	KRAS (G12C) INHIBITOR-12	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	ERK inhibitor	TRUE	KRAS (G12C)	ERK MAPK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=KRAS (G12C); GDSC pathway=ERK MAPK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=KRAS%20%28G12C%29%20Inhibitor-12	https://go.drugbank.com/unearth/q?searcher=drugs&query=KRAS%20%28G12C%29%20Inhibitor-12	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
KU-55933	KU-55933	KU-55933	DNA damage repair inhibitors	DNA_DAMAGE_REPAIR_INHIBITORS	ATM checkpoint/DDR inhibitor	TRUE	ATM	Genome integrity	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=ATM; GDSC pathway=Genome integrity; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=KU-55933	https://go.drugbank.com/unearth/q?searcher=drugs&query=KU-55933	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
L-Oxonoreleagnine	L-OXONORELEAGNINE	L-OXONORELEAGNINE	Other	OTHER	Unclassified GDSC screening compound; manual mechanism lookup recommended	TRUE		Unclassified	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified. No GDSC target listed and pathway is unclassified. Broad, ambiguous, mutant-RAS, or unclassified mechanism.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=L-Oxonoreleagnine	https://go.drugbank.com/unearth/q?searcher=drugs&query=L-Oxonoreleagnine	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Lapatinib	LAPATINIB	LAPATINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	EGFR/ERBB receptor tyrosine kinase inhibitor	TRUE	EGFR, ERBB2	EGFR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=EGFR, ERBB2; GDSC pathway=EGFR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Lapatinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Lapatinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LCL161	LCL161	LCL161	Proapoptotic agents	PROAPOPTOTIC_AGENTS	IAP/survivin apoptosis-pathway inhibitor	TRUE	XIAP, IAP1, IAP2	Apoptosis regulation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=XIAP, IAP1, IAP2; GDSC pathway=Apoptosis regulation; prior curated category=Apoptosis regulation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LCL161	https://go.drugbank.com/unearth/q?searcher=drugs&query=LCL161	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Leflunomide	LEFLUNOMIDE	LEFLUNOMIDE	Antimetabolites	ANTIMETABOLITES	DHODH inhibitor / pyrimidine synthesis inhibitor; primarily immunomodulatory	TRUE	Pyrimidine synthesis inhibitor	DNA replication	Cross-class or nonstandard mechanism; verify before final manuscript use.		GDSC target=Pyrimidine synthesis inhibitor; GDSC pathway=DNA replication; prior curated category=Metabolism	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Leflunomide	https://go.drugbank.com/unearth/q?searcher=drugs&query=Leflunomide	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Lenalidomide	LENALIDOMIDE	LENALIDOMIDE	Chaperone/protein-homeostasis inhibitors	CHAPERONE_PROTEIN_HOMEOSTASIS_INHIBITORS	CRBN molecular glue / immunomodulatory protein degradation modulator	TRUE	CRBN	Protein stability and degradation	Moved from Other based on CRBN target and protein degradation pathway; not a classical inhibitor, so review wording for manuscript.	Moved from Other based on CRBN target and protein degradation pathway; not a classical inhibitor, so review wording for manuscript.	GDSC target=CRBN; GDSC pathway=Protein stability and degradation; prior curated category=Protein stability and degradation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Lenalidomide	https://go.drugbank.com/unearth/q?searcher=drugs&query=Lenalidomide	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Lestaurtinib	LESTAURTINIB	LESTAURTINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	Multi-kinase inhibitor: FLT3/NTRK receptor kinases plus JAK2 non-receptor tyrosine kinase	TRUE	FLT3, JAK2, NTRK1, NTRK2, NTRK3	Other, kinases	Multi-target kinase with possible alternative primary assignment.		GDSC target=FLT3, JAK2, NTRK1, NTRK2, NTRK3; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Lestaurtinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Lestaurtinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LGK974	LGK974	LGK974	WNT-pathway modulators	WNT_PATHWAY_MODULATORS	PORCN inhibitor; WNT ligand secretion inhibitor	TRUE	PORCN	WNT signaling	Moved from Other based on PORCN target and WNT signaling annotation.	Moved from Other based on PORCN target and WNT signaling annotation.	GDSC target=PORCN; GDSC pathway=WNT signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LGK974	https://go.drugbank.com/unearth/q?searcher=drugs&query=LGK974	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Linsitinib	LINSITINIB	LINSITINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	IGF1R receptor tyrosine kinase inhibitor	TRUE	IGF1R	IGF1R signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=IGF1R; GDSC pathway=IGF1R signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Linsitinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Linsitinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LJI308	LJI308	LJI308	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	RSK1/2/3 Ser/Thr kinase inhibitor	TRUE	RSK2, RSK1, RSK3	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=RSK2, RSK1, RSK3; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LJI308	https://go.drugbank.com/unearth/q?searcher=drugs&query=LJI308	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LMB_AB1	LMB_AB1	LMB_AB1	Other	OTHER	Other/unclassified mechanism; GDSC target: ADRA1A, ADRB1; pathway: Other	TRUE	ADRA1A, ADRB1	Other	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=ADRA1A, ADRB1; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LMB_AB1	https://go.drugbank.com/unearth/q?searcher=drugs&query=LMB_AB1	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LMB_AB2	LMB_AB2	LMB_AB2	Chaperone/protein-homeostasis inhibitors	CHAPERONE_PROTEIN_HOMEOSTASIS_INHIBITORS	GADD34/PPP1R15A stress-response/protein-phosphatase pathway modulator	TRUE	GADD34	Unclassified	Moved from Other based on GADD34 target; manual validation recommended.	Moved from Other based on GADD34 target; manual validation recommended.	GDSC target=GADD34; GDSC pathway=Unclassified; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LMB_AB2	https://go.drugbank.com/unearth/q?searcher=drugs&query=LMB_AB2	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LMB_AB3	LMB_AB3	LMB_AB3	Chaperone/protein-homeostasis inhibitors	CHAPERONE_PROTEIN_HOMEOSTASIS_INHIBITORS	PPP1R15B stress-response/protein-phosphatase pathway modulator	TRUE	PPP1R15B	Other	Moved from Other based on PPP1R15B target; manual validation recommended.	Moved from Other based on PPP1R15B target; manual validation recommended.	GDSC target=PPP1R15B; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LMB_AB3	https://go.drugbank.com/unearth/q?searcher=drugs&query=LMB_AB3	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LMP744	LMP744	LMP744	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	Topoisomerase I inhibitor	TRUE	TOP1	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TOP1; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LMP744	https://go.drugbank.com/unearth/q?searcher=drugs&query=LMP744	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Luminespib	LUMINESPIB	LUMINESPIB	Chaperone/protein-homeostasis inhibitors	CHAPERONE_PROTEIN_HOMEOSTASIS_INHIBITORS	HSP90 chaperone inhibitor	TRUE	HSP90	Protein stability and degradation	Moved from Other based on HSP90 target and protein stability/degradation pathway.	Moved from Other based on HSP90 target and protein stability/degradation pathway.	GDSC target=HSP90; GDSC pathway=Protein stability and degradation; prior curated category=Protein stability and degradation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Luminespib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Luminespib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
LY2109761	LY2109761	LY2109761	Other	OTHER	Other/unclassified mechanism; GDSC target: TGFB1; pathway: Other	TRUE	TGFB1	Other	Primary class is Other because mechanism is outside the requested anticancer-class ontology or is unclassified.	Still labeled Other: not clearly assignable to requested/new categories from available GDSC annotations; manual lookup recommended.	GDSC target=TGFB1; GDSC pathway=Other; prior curated category=Other reviewed	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=LY2109761	https://go.drugbank.com/unearth/q?searcher=drugs&query=LY2109761	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Methotrexate	METHOTREXATE	METHOTREXATE	Antimetabolites	ANTIMETABOLITES	Folate antagonist / DHFR inhibitor	TRUE	Antimetabolite	DNA replication	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Antimetabolite; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Methotrexate	https://go.drugbank.com/unearth/q?searcher=drugs&query=Methotrexate	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
MG-132	MG-132	MG-132	Proteasome inhibitors	PROTEASOME_INHIBITORS	Proteasome inhibitor	TRUE	Proteasome, CAPN1	Protein stability and degradation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=Proteasome, CAPN1; GDSC pathway=Protein stability and degradation; prior curated category=Protein stability and degradation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=MG-132	https://go.drugbank.com/unearth/q?searcher=drugs&query=MG-132	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
MIM1	MIM1	MIM1	Proapoptotic agents	PROAPOPTOTIC_AGENTS	BCL2-family apoptosis antagonist/BH3 mimetic-like compound	TRUE	MCL1	Apoptosis regulation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MCL1; GDSC pathway=Apoptosis regulation; prior curated category=Apoptosis regulation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=MIM1	https://go.drugbank.com/unearth/q?searcher=drugs&query=MIM1	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
MIRA-1	MIRA-1	MIRA-1	p53/MDM2 pathway	P53_MDM2_PATHWAY	p53-reactivating compound / p53 pathway modulator	TRUE	TP53	p53 pathway	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=TP53; GDSC pathway=p53 pathway; prior curated category=p53 pathway	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=MIRA-1	https://go.drugbank.com/unearth/q?searcher=drugs&query=MIRA-1	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Mirin	MIRIN	MIRIN	DNA damage repair inhibitors	DNA_DAMAGE_REPAIR_INHIBITORS	Granular target/pathway: MRE11; Genome integrity	TRUE	MRE11	Genome integrity	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MRE11; GDSC pathway=Genome integrity; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Mirin	https://go.drugbank.com/unearth/q?searcher=drugs&query=Mirin	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
Mitoxantrone	MITOXANTRONE	MITOXANTRONE	Topoisomerase inhibitors	TOPOISOMERASE_INHIBITORS	TOP2 inhibitor / anthracenedione cytotoxic	TRUE	TOP2	DNA replication	Cross-class or nonstandard mechanism; verify before final manuscript use.		GDSC target=TOP2; GDSC pathway=DNA replication; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Mitoxantrone	https://go.drugbank.com/unearth/q?searcher=drugs&query=Mitoxantrone	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
